ID;title;DOI;year
2565;Editorial.;10.1097/MOL.0000000000000148;2015
2576;Erratum;10.1006/bbrc.1994.2907;1994
2583;Editorial;10.1155/S1110865704002720;2004
2589;EXHIBITION.;;1941
2592;Editorial;10.1016/j.nimb.2007.08.012;2007
2596;Editorial.;10.1136/lupus-2014-000028;2014
2606;Education;10.1137/SIREAD000053000001000155000001;2011
2609;Education;;2009
2612;Education.;;2014
2614;Education;;2009
2616;Education.;;2011
2617;Education.;;2011
2618;Erratum.;doi:10.1007/s100380070039;2012
2629;EVOLUTION.;10.1126/science.ns-18.446.101;2003
2631;Editorial.;10.3368/aoj.64.1.ix;2014
2648;EUROphobia.;;2001
2650;Erreichbarkeitsmanagement.;;1995
2657;Engineering.;doi:10.1038/scientificamerican07311909-71;2013
2662;ESTEREL;10.1007/3-540-58867-1_49;1995
2665;Exploration;10.1080/15567280600631940;2006
2669;Emotionserkennung;10.1007/BF03250826;2001
2672;Epilegomenon;10.1111/j.1467-8640.1992.tb00369.x;1992
2677;Editorial;10.1016/S0026-2692(79)80001-4;1979
2680;Editorial;10.1016/S0026-2692(80)80207-2;1980
2684;Editorial;10.1016/S0026-2692(79)80166-4;1979
2688;Editorial.;10.1111/j.1365-263X.2005.00706.x;2005
2698;Editorial.;10.1016/S0873-2159(15)30407-4;1996
2703;EISPI;10.1109/MVHI.2010.112;2010
2711;EPCs.;;2010
2715;Entwicklungsprozess;;2004
2719;EXPRESS;;2008
2722;Estate;;2008
2725;Diffusionsforschung;10.1007/978-3-531-92575-2_71;2010
2729;EXSPO.;;2004
2731;Emaki;10.1145/259081.259361;1997
2734;ElipSys;;1990
2741;Editorial.;10.1046/j.1524-475X.1994.20404.x;1994
2750;Editorial.;10.1093/pubmed/fdt124;2014
2756;Epilogue;10.1109/MAHC.1987.10011;1988
2760;Editorial.;10.1155/S1357714X00000013;2000
2765;Editorial;10.1016/0167-6105(75)90002-1;1975
2769;Erratum.;10.1007/BF00278269;1985
2772;Editorial;10.1017/S095834400800013X;2008
2775;Editorial];10.1093/emph/eot017;2013
2782;Editorial.;10.1016/j.fsi.2014.09.001;2014
2786;Editorial.;10.1016/j.brainresbull.2014.02.001;2014
2793;Editorial.;10.2989/16085900709490392;2007
2799;Editorial.;10.1007/BF02097400;1988
2804;ERRATUM;10.1006/anbo.1996.0085;1996
2810;Erratum.;10.1126/science.196.4291.745-b;1977
2814;Evolution;10.1016/S1076-6332(03)80588-3;2001
2819;Erratum;10.1016/S1097-2765(02)00792-X;2002
2824;Erratum;10.1006/bbrc.1994.2560;1994
2829;Editorial.;10.1515/HMBCI.2010.019;1998
2831;Editorial.;10.1049/ip-nbt:20030658;2003
2836;Erratum;10.1016/0016-7037(84)90116-9;1984
2845;Erratum;10.1016/0016-7037(88)90074-9;1988
2850;Errata;10.1016/0016-7037(86)90362-5;1986
2852;Erratum.;10.3109/00365521.2015.1017333;2015
2859;Editorial;10.1016/0016-7142(66)90006-8;1966
2864;Editorial.;10.3368/aoj.64.1.vi;2014
2871;Editorial.;10.1055/s-0032-1331694;2007
2877;Editorial.;10.1007/s00415-008-1001-9;2008
2888;Editorial.;10.1179/1465312514Z.000000000176;1987
2895;Erratun.;10.1159/000343439;2012
2898;Editorial.;10.1046/j.1467-2494.2001.00091.x;2001
2908;Editorial.;10.1080/135468096396659;1996
2915;Editorial;10.1016/S0366-0869(46)80027-3;1946
2920;Editorial;10.1016/j.cor.2006.08.001;2008
2925;Errata;10.1016/0041-1647(70)90084-5;1970
2928;Editorial;10.1016/0042-6989(75)90077-2;1975
2933;Einführung;10.1007/978-3-540-88761-4_1;2007
2938;ePOST;10.1007/11530657_12;2005
2946;ELAN;;1999
2950;Editorial.;10.1007/s11235-008-9078-0;2010
2958;Editorial];10.1684/pnv.2008.0116;2008
2962;Editorial.;10.1080/09540260500145857;1998
2971;Editorial;10.1016/S0923-2532(05)80192-9;1990
2974;Errata;10.1016/j.ijpe.2011.03.001;2011
2982;Editorial.;10.1177/0049475514547681;1993
2992;Es98;10.1016/S0950-7051(99)00030-1;1999
2996;Editorials;10.1016/S0002-9610(31)90504-7;1931
3000;Editorial.;10.1007/s40656-014-0001-6;2007
3004;Editorial.;10.1016/S0142-9612(07)00716-8;2007
3009;ESPITI;10.1016/S1383-7621(96)00040-9;1996
3013;Editorial.;10.1053/j.spid.2005.06.001;2005
3020;Editorial.;10.1007/s00062-015-0405-z;2015
3027;Editorial;10.1145/223248.378389;1995
3031;Editor;10.1016/S0029-6554(09)91002-8;1994
3036;Errata;10.1016/S0009-9120(79)80145-9;1979
3040;Editorial.;10.1089/met.2004.2.1;2004
3045;Errata;10.1016/S0031-8663(58)80024-1;1958
3049;Errata;10.1016/S0015-0282(99)00192-2;1999
3053;Editorial;10.1145/30408.30409;1987
3056;Editorial.;10.1007/s10616-007-9079-y;2007
3064;Editorial];10.1080/15504263.2014.992512;2006
3069;EDUCOM;;1976
3073;Echtzeit;;1993
3077;Einleitung;10.1159/000178065;1993
3081;Einleitung;10.1007/978-3-531-92403-8_1;2003
3086;Einführung;10.1007/978-3-8348-9384-0_1;1992
3091;Einführung;10.1007/978-3-8349-8527-9_1;1992
3095;Ereignisverbände;;1998
3099;Exaggeration;10.1016/0004-3702(90)90077-D;1990
3104;Epochs;10.1145/111186.116785;1992
3109;Ewatch;10.1145/340855.341069;2000
3113;Editorial;10.1016/S0096-6347(41)90453-2;1941
3116;Editorial.;10.1159/000356705;2013
3118;Editorial;10.1016/0096-6347(45)90221-3;1945
3122;Editorial;10.1016/S0096-6347(42)90615-X;1942
3125;Errata;10.1287/opre.21.2.653;1973
3130;Errata;10.1016/0301-5629(91)90014-N;1991
3134;Editorial];10.1016/S1166-7087(08)70511-6;2008
3143;Entropy.;10.1016/j.bpa.2005.07.009;2006
3146;Editorial.;10.1016/j.chemosphere.2014.11.020;2015
3154;Editorial;10.1016/S0361-1124(72)80105-9;1972
3156;Editorial;10.1016/S0378-4754(59)80012-4;1959
3160;Editorial.;10.5702/massspectrometry.K0004;2013
3168;Editorial;10.1002/cav.v21:3/4;2010
3178;Endeavors;10.1145/340855.341092;2000
3181;Erratum.;10.1046/j.1467-2494.1997.171721.x;2008
3193;Errata;10.1007/BF02420827;1972
3195;EasyChair.;;2010
3199;EuropeanaConnect.;;2011
3207;Experiments;10.1007/978-3-642-14866-8_8;2010
3214;Einführung;https://doi.org/10.1007/BF03041989;1992
3218;Einführung;10.1007/BF02417159;1988
3224;Einführung;10.1007/s00502-007-0460-5;2007
3227;ExoBuilding.;;2011
3234;Equilibrium;10.4249/scholarpedia.2014;2007
3237;Electrolocation;10.4249/scholarpedia.1411;2007
3239;Electroencephalogram;10.4249/scholarpedia.1348;2007
3242;Eigenfaces;10.4249/scholarpedia.4244;2008
3245;Einführung;10.1007/s00502-009-0670-0;2009
3250;Elektromobilität;10.1007/s00502-011-0806-x;2011
3254;Editorial.;10.1159/000370202;2014
3264;Einführung.;10.1007/BF02429962;2011
3265;Energiespeicher.;10.1007/s00502-013-0152-2;2013
3269;Errata;10.1109/MAHC.1988.10024;1988
3272;Expertensysteme;;1986
3273;Energieinformatik.;10.1007/s00287-012-0671-y;2013
3278;Edutainment;10.1007/s00287-004-0437-2;2004
3283;Erfahrungsgesellschaft;10.1007/s002870100189;2001
3286;Einwurf;;2003
3289;Einwurf;;2003
3292;Einwurf;;2001
3295;Einwurf;;1998
3298;Einwurf;;1999
3300;Euron;10.1109/MRA.2005.1577049;2005
3306;Education];10.1109/MRA.2005.1411413;1977
3310;Erratum;10.1007/s12298-009-0022-x;2000
3314;Eradication;10.1126/science.7434020;1980
3318;Emergence;10.1002/cplx.10009;2001
3321;EditorialForeword;10.1109/TIM.2007.890587;2007
3325;Edifice;10.1021/ci00008a601;1992
3327;Einleitung;10.1007/BF03379230;1999
3332;Entropie;10.1007/s11623-008-0128-2;2008
3334;ElENA;10.1007/s11623-010-0164-6;2010
3336;Epimetheus;;2001
3338;Entzaubert;;2002
3341;Esoterik;10.1007/s11623-008-0103-y;2008
3342;Evaluierungsworkshop;;1992
3343;Ecosystems;;2009
3346;Errata;10.1007/BF01196883;1989
3352;ES.;;2011
3353;Ethernet.;;2011
3355;Eden.;;2011
3357;EBL.;;2010
3358;EFSC.;;2010
3359;ECOC.;;2010
3360;Entailment.;;2010
3361;EP.;;2010
3362;ESRI.;;2008
3363;Encoder.;;2009
3364;Epidermis.;;2009
3365;ePassport.;;2009
3366;Eddies.;;2009
3367;egd.;;2009
3368;ETL.;;2009
3369;ERM.;;2009
3370;EPN.;;2009
3371;ESB.;;2009
3372;Erratum;10.1002/pssb.19700370152;1970
3377;ECM.;;2009
3378;ECC.;;2011
3379;ECM.;;2011
3380;Encryption.;;2011
3382;Enigma.;;2011
3384;eSTREAM.;;2011
3386;ECPP.;;2011
3387;EMV.;;2011
3390;Eavesdropping.;;2011
3392;E0.;;2011
3394;Editorial;10.1016/j.fss.2009.09.004;2010
3405;Epilogue;10.1016/B978-0-7234-3482-5.00010-1;2010
3408;Ethik;;2012
3411;Editorial;10.1016/0167-5087(84)90081-4;1984
3416;Ecoinformatics;;2004
3420;Editorial.;10.4314/ahs.v14i4.1;2014
3423;Editorial.;10.1016/j.srhc.2015.04.001;2015
3427;Editorial;10.1016/j.comgeo.2007.06.002;2008
3438;Editorial.;10.1016/j.jfo.2015.02.001;1990
3444;Editorial.;10.1149/1.2779615;2012
3448;Editorial.;10.1002/jps.24349;2015
3453;Editorial.;10.1016/j.semcdb.2014.07.015;2014
3458;Editorial.;"10.1002/(SICI)1520-6017(200002)89:2&lt;VII::AID-JPS1&gt;3.0.CO;2-E";1999
3461;Editorial;10.1016/S1078-8174(99)90048-2;1999
3467;Errata;10.1097/00004045-200308000-00021;2003
3469;Ellipsoid;10.1145/281388.281860;1998
3471;Errata;10.1016/S0019-9958(61)80045-4;1961
3502;Errata.;10.1016/S0019-9958(71)90209-9;1971
3508;Errata;10.1016/0303-2647(68)90008-7;1968
3512;Erratum;10.1287/opre.30.4.796;1982
3515;Entgegnung;10.1007/BF01920942;1966
3520;Editorial;10.1016/0168-9002(90)90588-W;1990
3525;Editorials;10.1086/275614;2004
3531;Editorial.;10.1177/2051013613486264;2000
3543;Editorial;10.1007/s00791-007-0070-0;2007
3547;Editorial.;10.1111/j.1365-2559.2005.02283.x;2006
3559;Editorial.;10.1016/j.semcdb.2007.08.015;2007
3565;Erratum: ;10.1097/00006199-200409000-00010;2004
3568;Epilogue;10.1353/ail.2008.0004;2008
3572;Editorial: ;10.1097/00001888-193009000-00009;1930
3575;EDITORIAL: ;10.1097/00002060-192606000-00009;1926
3578;Evolution;10.1145/281388.281864;1998
3580;Editorials;10.1021/ie50306a001;1935
3586;Editorial;10.1006/jsco.2000.0345;2006
3591;Exorde;10.3917/cm.081.0005;2010
3593;Einparkassistenz;10.1007/978-3-8348-9977-4_32;2015
3601;Elckerlyc;10.1007/s12193-010-0051-3;2009
3609;Echo.;;2015
3614;Ethnologie;10.1007/978-3-531-92575-2_75;2010
3616;Buddies;10.1145/312379.312868;1999
3618;Bireflectivity;10.1016/S0304-3975(98)00354-5;1999
3631;Bundeswehrtarnverfahren;10.1080/0161-119791885913;1997
3634;Books.;10.1021/es50001a007;1987
3639;Barcelona;10.1023/A:1005862710017;1997
3644;Biographies;10.1109/MAHC.1991.10005;1991
3648;Biographies;10.1109/MAHC.1996.489725;1996
3651;Books;10.1109/54.386000;2010
3653;Bookshelf.;10.3109/01421598209025989;1982
3658;Biographies;10.1109/MAHC.2004.1278873;2004
3663;Bilungskrise?!;;1986
3667;Benutzeroberflächen;;1986
3671;Bildverstehen;;1982
3673;Benchmarking;10.1016/0960-2593(94)90136-8;1994
3677;Bookshelf;10.1109/MS.2000.896256;2000
3680;Bibiliography];10.1002/yea.941;1950
3684;Bibliography.;10.1016/S0221-0363(04)76742-6;2006
3692;Bridging;10.3115/980190.980237;1975
3697;Books;10.1145/986253.986272;2004
3700;Banking;10.1145/1005261.1005264;2004
3701;Blendie;10.1145/1013115.1013159;2004
3705;Biographies;10.1109/MAHC.2005.4;2005
3709;Books;10.1145/1056597.1056600;1972
3713;Buchbesprechungen;10.1007/s10354-009-0682-8;2009
3718;Bootstrapping;10.3115/1073083.1073143;2002
3722;Beschäftigtendatenschutz;10.1007/s11623-010-0065-8;2010
3723;Buchbesprechungen;10.1007/s10354-009-0683-7;2009
3725;Buchbesprechungen;10.1007/s10354-009-0664-x;2009
3726;Bücher.;10.1007/s00506-010-0261-7;2013
3729;Backdoor.;;2014
3731;Betriebsvereinbarung;10.1007/s11623-011-0034-x;2011
3733;Biometrie.;;2013
3735;Bündelblockausgleichung;;2001
3737;Background;;1976
3740;Bookshelf;10.1108/eb037576;1995
3746;Bookshelf.;;1995
3749;Bookshelf.;;1999
3752;BOOKSHELF;10.1109/MS.2002.1032869;2002
3755;Buffering.;;2008
3756;Bisimulation.;;2011
3758;Butterfly.;;2011
3759;Bioinformatics.;;2011
3761;Bisimilarity.;;2011
3762;BSP.;;2011
3763;Backpressure.;;2011
3764;Barriers.;;2011
3765;Benchmarks.;;2011
3768;BP.;;2010
3769;Backprop.;;2010
3770;Binning.;;2007
3772;Bioinformatics;10.1016/j.amepre.2010.03.002;2010
3775;BLUP.;;2008
3776;Bitmap.;;2008
3777;BioAPI.;;2009
3778;Bridge;10.1145/1836623.1836632;2010
3781;Brink;10.1145/1836623.1836633;2010
3784;BCNF.;;2009
3785;Branch.;;2009
3786;BPMN.;;2009
3787;BPEL4WS.;;2009
3788;BPEL.;;2009
3789;BLP.;;2011
3790;Blowfish.;;2011
3791;Barter.;;2011
3792;Base.;;2011
3793;Bob;10.1145/1900264.1900272;2010
3797;Blogs;10.1145/2331042.2331066;2012
3806;Blaze;;2012
3814;BookReview;10.1007/s11225-012-9409-8;2012
3819;Buildasound;10.1145/2460625.2460710;2013
3824;BOF;10.1109/ISMAR.2012.6402510;2012
3833;Botnets;doi:10.1038/scientificamerican05191860-322;2013
3840;Burp;10.1145/2542398.2542467;2013
3843;Beachbrains;10.1111/j.1468-0394.2009.00519.x;2009
3844;Biographie;10.1016/S1765-4629(07)91441-5;2007
3847;Biographies;10.1109/MAHC.2005.36;2005
3849;Biographies.;10.1111/j.1600-0447.2005.00577.x;2005
3852;Buchbesprechungen;10.1007/BF01300683;1963
3858;Buchbesprechungen;10.1007/BF01320664;1958
3876;Buchbesprechungen;10.1007/BF01306920;1957
3883;Buchbesprechung;10.1016/j.aanat.2011.05.002;2004
3893;Bibliography;10.1016/0167-6393(85)90031-7;1985
3896;Biography;10.1126/science.140.3567.623;1963
3899;Buchbesprechungen;10.1080/03235400215661;2002
3908;Buchbesprechungen;10.1007/BF01297706;1969
3915;Buchbesprechung;10.1016/0022-3115(72)90087-6;1972
3919;Breakpoints.;10.1016/0167-4048(88)90031-4;1988
3923;Backtracking;10.1145/272874.272881;1997
3928;Backtracking;10.1145/333175.333183;2000
3934;Buchbesprechungen;10.1007/BF01298285;1972
3940;Biographies.;10.1109/MAHC.1982.10031;1992
3944;Books;10.1016/0165-0114(93)90266-K;1993
3948;Books;10.1147/sj.274.0570;1988
3953;Books;10.1093/oq/8.3.113;1991
3961;"""Beep";;1992
3965;Bibliocryptography;"3.3.CO;2-N"" target=""_self"" class=""small-link-text""10.1002/(SICI)1097-4571(199612)47:123.3.CO;2-N";1996
3968;Baby;10.1145/259081.259327;1997
3971;BodyVenture;10.1145/259081.259334;1997
3973;Breath;10.1145/253607.253943;1996
3975;Biographies;10.1109/MAHC.1998.707576;1998
3978;Battered;10.1145/281388.281519;1998
3980;Beast;10.1145/281388.281532;1998
3982;Bingo;10.1126/science.128.3320.335;1958
3985;Bug;10.1145/281388.281820;1998
3987;BERYLLIUM.;10.1126/science.66.1707.0x;1927
3990;Biographies;10.1109/MAHC.1999.778985;1999
3993;Büroanalysemethoden;;1984
3997;Bunny;10.1145/312379.312836;1999
3999;Buchbesprechungen;10.1007/s11576-006-0062-6;2006
4007;Bike;10.1145/312379.312860;1999
4010;Boing;10.1145/312379.312864;1999
4015;Buchbesprechungen;10.1007/s11576-006-0047-5;2007
4028;Brillia;10.1145/312379.312867;1999
4029;Biographies;10.1109/85.929917;2001
4031;Bots;doi:10.1038/scientificamerican01061877-9b;1998
4035;Bürgerkonten;10.1007/s11576-007-0052-3;2007
4039;Books;10.1145/1103940.1103954;2005
4041;Biographies;10.1109/MAHC.1996.539918;1996
4043;Bloup;10.1145/253607.253936;1996
4045;Boxes;10.1145/253607.253942;1996
4046;boredomresearch;10.1145/1086057.1086074;2005
4050;BizSim;"3.3.CO;2-A"" target=""_self"" class=""small-link-text""10.1002/(SICI)1099-0526(199903/04)4:43.3.CO;2-A";1999
4052;Bounce;10.1145/1086057.1086169;2005
4055;Beloved;10.1145/1179196.1179204;2006
4058;Box;10.1145/1179196.1179205;2006
4061;Brush;10.1145/1179196.1179206;2006
4063;Biophilia;10.1145/1179849.1179879;2006
4067;Bioinformatics.;10.1038/11793;2013
4072;Bücherbesprechungen;10.1007/BF01423316;1922
4079;BLUIsculpt™;10.1145/1242073.1242300;2002
4085;Boundin';10.1145/1186015.1186026;2004
4088;Bookisms;10.1080/10580530701404470;2007
4092;Bärenbraut;10.1145/1400468.1400477;2008
4094;Biodiversity;10.1126/science.243.4891.589-a;1989
4099;Bolides;10.1145/1400468.1400481;2008
4100;Bincoloring;10.1016/j.tcs.2008.05.022;2008
4107;Bücherbesprechungen;10.1007/BF01520698;1941
4112;Bücherbesprechungen;10.1007/BF01502186;1944
4115;Blindsight.;10.1016/j.cub.2007.07.016;2007
4121;BioNLP.;;2007
4125;Bücherbesprechungen;10.1007/BF01553274;1952
4131;Ballerina;10.1145/1665137.1665178;2009
4132;Beginning;10.1145/1281740.1281761;2007
4137;Boneheads;10.1145/1281740.1281762;2007
4139;Buchbesprechungen;10.1007/BF02176220;1964
4154;Buchbesprechungen;10.1007/BF02235857;1966
4163;Buchbesprechungen;10.1007/BF01319055;1960
4166;Buchbesprechungen;10.1007/BF01418880;1962
4169;BenchmarX.;;2014
4178;Bugbear;10.1016/S0167-4048(02)01105-7;2002
4181;Buchbesprechungen;10.1007/BF01303161;1955
4187;Buchbesprechungen;10.1007/BF01890542;1960
4189;Buchbesprechung;10.1016/0022-3115(71)90124-3;1971
4191;Buchbesprechungen;10.1007/BF01299108;1971
4196;Berichtigung;10.1007/BF02236546;1969
4198;Books;10.1145/1005261.1005280;2004
4199;Books;10.1147/sj.192.0287;1980
4206;Bioinstrumentation;10.2200/S00043ED1V01Y200608BME006;2006
4210;BioNanotechnology;10.2200/S00051ED1V01Y200610BME007;2007
4215;Busses;;1997
4220;Bluetooth;;2005
4224;BROOD;;2010
4229;Bedarfsanalysen;;2004
4231;Bildverstehen;;1994
4233;Bookshelf;10.1109/MS.2005.4;2005
4240;Books;10.1109/MCSE.2010.104;2010
4247;Bibliography;10.1016/0144-2449(90)90068-3;1990
4251;Books;10.1016/S0160-4120(98)00115-9;1999
4255;BASYS;;1971
4259;Buchbesprechungen;10.1515/piko.1986.9.2.129;1986
4263;Buchbesprechung;10.1016/j.aanat.2011.01.001;2011
4269;BUCHBESPRECHUNGEN;10.1515/piko.1998.21.2.121;1998
4271;Buchbesprechungen;10.1515/PIKO.2000.116;2000
4273;Buchbesprechungen;10.1007/BF02954632;1924
4285;Buchbesprechungen;10.1007/BF01387716;1962
4289;Buchbesprechungen;10.1007/BF01298198;1974
4295;Buchbesprechungen;10.1007/BF01387910;1977
4304;Buchbesprechungen;10.1007/BF01916939;1983
4307;Buchbesprechungen;10.1007/BF01922144;1984
4309;Buchbesprechung;10.1007/BF01920889;1984
4312;Buchbesprechungen;10.1007/BF00917583;1996
4315;Bücher;10.1007/BF02584921;1938
4318;Blockmodels;10.1007/978-3-540-31955-9_10;2004
4324;Backups;;2006
4328;Backups;;2004
4330;Backups;;2001
4332;bcfg2;;2006
4334;Background;10.1111/j.1155-5645.2008.02423.x;2008
4338;Backmatter;;1980
4340;Buchvorspann;;2004
4342;Buchbesprechungen;10.1007/BF01402994;1939
4348;Biosupersymmetry.;10.1016/j.biosystems.2010.01.001;2010
4352;Buchtipp;10.1007/s001170170197;2001
4355;Bireflectivity;10.1016/S1571-0661(04)80011-2;1995
4362;BioPath;10.1007/3-540-45848-4_43;2001
4370;Berechnungsmodelle;;1993
4373;Biopolis.;;2013
4379;BioMagResBank;10.1093/nar/gkm957;2008
4395;Bhoomi;10.1016/j.tele.2007.12.004;2009
4412;Bursting;10.4249/scholarpedia.1300;2006
4414;Brain;10.4249/scholarpedia.2918;2007
4416;Bifurcation;10.4249/scholarpedia.1517;2007
4418;Bluepedia;10.1007/s00287-008-0241-5;2008
4420;Blitzkarriere;10.1007/s00287-009-0373-2;2009
4422;Bildprobleme;10.1007/s00287-007-0209-x;2008
4425;Blog?;;2004
4429;Bookshelf;10.1111/j.1741-6612.2001.tb00388.x;2001
4434;Bookshelf;10.1109/MS.2001.903177;2001
4438;Bookshelf;10.1109/MC.2008.408;2008
4441;Bookshelf;10.1109/MC.2008.546;2008
4443;Bookshelf;10.1109/MS.2004.1331314;2004
4448;Bookshelf;10.1109/MS.2005.89;2005
4453;Bookshelf;10.1109/MC.2008.144;2008
4456;Bookshelf;10.1109/MS.2002.991378;2002
4459;Backgrounder;10.1155/S1173912603000051;2003
4463;Benelog;;2000
4467;Bioinformatics;10.1109/MP.2004.1266936;2004
4473;Biography;10.1080/07373939208916428;1992
4477;Bibliography;10.1016/0012-365X(93)90412-M;1993
4480;Buchbesprechungen;10.1007/BF01765667;1939
4490;Buchbesprechungen;10.1007/BF01484432;1964
4494;Buchbesprechungen;10.1007/BF01733089;1971
4508;Bridging;10.1093/jos/15.1.83;1998
4512;BioPACE.;;2013
4517;Berichten;10.1007/BF03056082;2004
4520;Buchrezensionen;10.1055/s-0029-1241710;2009
4524;Beziehungsmatrix;10.1007/978-3-531-92575-2_32;2010
4526;CORRESPONDENCE.;10.1126/science.os-1.5.47-a;1930
4531;Counterfactuals;10.1016/0004-3702(86)90067-6;1986
4535;Cartoons];10.1080/1478601X.1998.9959492;1998
4538;Cartoon;10.1038/13609;2000
4541;Cartoon;10.1016/j.soard.2005.03.207;2005
4544;Cartoon;10.1215/15476715-2006-058;2007
4547;Cryptography;10.1147/JRD.1987.5390134;1986
4551;Categories;10.1007/3-540-17162-2_113;1986
4555;Computability;10.1016/0167-6423(88)90072-X;1987
4560;Coils;10.1016/0167-8396(95)00034-8;1995
4565;Contact;10.1145/259081.259347;1997
4569;Complexity;10.1126/science.231.4736.319-b;2017
4573;Calculators;10.1109/85.397063;1995
4577;Colophon;;1993
4582;Conflicts;10.1145/596992.596996;2002
4586;Conferences;10.1016/0040-1625(93)90021-X;1993
4589;CSL;10.1007/3-540-58867-1_48;1995
4592;Containers;10.1007/978-3-540-79701-2_8;2008
4596;Cyberwarfare;10.1109/MSP.2011.132;2011
4602;Colossus;10.1145/1900264.1900316;2010
4604;CodeSurfer;10.1145/340855.341076;2000
4607;CityQuilt;10.1145/217279.215280;1995
4612;Calderaland;10.1145/253607.253946;1996
4614;Cabrito;10.1145/259081.259143;1997
4617;Conscience;10.1145/259081.259346;1997
4620;Calendar;10.1016/S0140-3664(96)90006-7;2002
4623;Coronado;10.1145/2341931.2341949;2012
4626;Cathedral;10.1145/281388.281526;1998
4628;Celebration;10.1145/281388.281829;1998
4630;Carla;10.1145/280953.284834;1998
4633;Concordia;10.1145/295685.295879;1999
4637;Conclusion;10.1016/S1571-0661(05)01192-8;1999
4641;Calculators;10.1109/MAHC.1995.477430;1995
4643;Calculators;10.1109/85.646210;1998
4645;Chronomops;10.1145/1596685.1596707;2009
4648;Cinetique;10.1145/1596685.1596710;2009
4651;Coach;10.1145/1596685.1596711;2009
4654;Counterclockwise;10.1145/1596685.1596713;2009
4657;Cybergifts;;2000
4660;Capstone.;;2011
4663;CogSketch;;2008
4673;Corrigendum;10.1093/bioinformatics/btl436;2006
4681;CORRESPONDENCE.;10.1111/j.1467-2494.1980.tb00253.x;1938
4686;Chiasmus;10.1145/1631272.1631519;2009
4689;Commentary.;10.4103/0976-3147.131674;2014
4694;Cryptography;10.1147/rd.441.0246;2000
4698;Corrigendum;10.1016/0165-1218(92)90020-Z;1992
4703;collective;10.1145/1665137.1665152;2009
4705;Coexist?;10.1145/1665137.1665159;2009
4709;COLOR.;10.1126/science.74.1908.96;1931
4713;Correction;10.1016/0017-9310(64)90165-6;1964
4716;Committees;;0
4718;Cafard;10.1145/1281740.1281766;2007
4719;Crow;10.1145/1281740.1281778;2007
4722;Cybermatter;;2009
4726;Complexity;;2010
4730;Correlatives.;;2012
4733;Copyrights.;10.1109/TPDS.2004.1264793;2006
4738;Corrigendum.;10.1046/j.1467-2494.2000.00064.x;2000
4741;Comment;10.1109/TCT.1968.1082805;1968
4744;Contents;10.1109/39.39057;1989
4749;Contents;10.1109/MPER.2002.1016844;2002
4755;ConfTools.;;2004
4756;Clocking.;;2007
4761;Codeanalysen;;2002
4765;Conferences;10.1145/1435535.1435543;2008
4767;Calendar;10.1145/1036474.1036491;2004
4771;Conference;10.1109/MED.2009.5164503;2009
4774;Correction;10.1016/S0011-393X(96)80022-1;1996
4786;Correspondence;10.1016/0022-3468(91)90593-I;1991
4791;ComponentWare;;1995
4794;Commentary.;10.1016/j.cppeds.2013.12.003;2014
4797;Comment.;10.1111/xen.12165;2015
4800;Caveman;10.1145/1836623.1836635;2010
4803;Collaboration;10.1145/1869542.1869601;2010
4820;Calculations;10.1007/s10990-010-9059-3;2009
4825;Corrigendum;10.1016/j.csda.2010.10.008;2011
4829;Contributors.;10.2190/DLTG-PYQY-GNQG-J36D;2005
4848;Communicate;10.1145/1900264.1900282;2010
4851;Corridor;10.1145/1900264.1900329;2010
4856;Children.;10.1145/1900264.1900336;2010
4858;CST++;;2010
4863;Conclusions.;10.1016/S0079-6123(08)64180-1;1968
4868;Copyright];10.1109/HICSS.2010.123;1969
4872;Cedar;;1984
4878;Choop;;1987
4881;cover;10.1109/TUFFC.2007.524/mm13;2007
4885;Cursors;;1995
4890;COVAMOF.;;2013
4894;Coaching;;2004
4897;C;;1990
4900;Codierungstheorie;10.1007/978-3-7643-8612-2_2;1999
4903;Chocolate;10.1145/253607.253951;1996
4905;Craftsmanship;10.1145/2029976.2029996;2011
4909;Convolve;10.1145/253607.253960;1996
4911;CVC4;;2011
4923;Cycles;10.1145/253607.253965;1996
4925;Clock;10.1145/312379.312881;1999
4927;CAMICASE;;1998
4932;Catapy;10.1145/2071423.2071522;2011
4936;Corrigendum.;10.1016/0895-7177(89)90129-5;2014
4942;CORRESPONDENCE.;10.1016/S0167-4943(02)00084-5;1937
4946;Commentary.;10.1054/nedt.2000.0435;2000
4949;Comment.;10.1177/0969733009352208;2010
4952;CORRESPONDENCE.;10.1016/0261-5614(92)90022-I;1937
4959;Computers.;10.1126/science.231.4741.905;1991
4965;Convergence;10.1109/MSP.2006.61;2006
4967;Cospace;10.1145/298475.298488;1999
4971;Correction.;10.1089/met.2007.0999;2007
4984;Corrigendum;10.1016/S0968-0004(01)01951-X;2001
4989;Cryptography;10.1177/030913259001400105;1991
4993;Corrigendum;10.1016/S0014-5793(99)00103-9;1999
4996;Connectivity.;;1991
4999;Chimera;10.1145/340855.341074;2000
5001;C++;10.1016/0920-5489(94)90036-1;1994
5005;Comment.;10.1016/S0016-5107(98)70109-9;2012
5008;Conclusions.;10.1006/nimg.1996.0055;1997
5014;Cellular;10.1145/253607.253649;1996
5015;CPU;10.1145/281388.281842;1998
5017;Crayoland;10.1145/281388.281843;1998
5019;Chirality.;10.1023/A:1007984508483;1990
5023;Calculators;10.1109/85.539919;1996
5025;ColorWeb;10.1145/311625.311644;1999
