ID;title;DOI;year
33215;DEC Alpha.;;2011
33218;Dependence Analysis.;;2011
33219;Data Analytics.;;2011
33220;Deep Analytics.;;2011
33221;Dependence Abstractions.;;2011
33223;Dependence Approximation.;;2011
33224;Dependence Accuracy.;;2011
33225;Discrete Attribute.;;2017
33226;Distributed Algorithms.;10.1007/978-0-387-35973-1_309;2014
33230;Digest Authentication.;;2011
33231;Distinguishing Attacks.;;2011
33232;Dynamic Analysis.;;2011
33235;Dictionary Attack.;;2011
33236;Design Automation;10.1109/C-M.1972.216912;1972
33239;Digital academe;10.1111/j.1467-8535.2004.00432_2.x;2004
33243;Agent based self-healing system for grid computing;10.1145/1741906.1741912;2010
33255;Crystal zoetrope;10.1145/1597956.1597963;2009
33258;Computerunterstützter Zahlungsverkehr;;1996
33259;Constructive Z;10.1093/logcom/8.1.49;1998
33263;Cross-Zertifikat;;2001
33265;ECHT'92;10.1145/152424.152426;1993
33267;EUROSIM'95;10.1016/S0928-4869(97)00026-8;1997
33273;Conditional XPath;10.1145/1114244.1114247;2005
33277;Cray XMT.;;2011
33279;Euromicro '87;10.1016/0920-5489(88)90031-1;1988
33281;Eurographics '83;10.1016/0141-9382(84)90149-5;1984
33286;Computer vision;10.1109/ICCP.2010.5606451;2010
33290;Compuserve whale;10.1145/253607.253956;1996
33291;Computing Verisimilitude;10.1305/ndjfl/1040308827;1995
33294;Collaborative visualization;10.1145/266989.267076;1997
33300;Chairs' Welcome;10.1109/CONIELECOMP.2006.20;2006
33303;Challenging wisdom;10.1057/palgrave.ejis.3000586;2005
33307;Cellphonia: WET.;10.1145/1279740.1279844;2007
33315;Computational work;10.1145/1408800.1408923;1974
33318;Computer Viruses;10.1016/0167-4048(87)90122-2;1988
33321;Capturing worlds;;2010
33325;Constructing worlds.;https://doi.org/10.1007/s11229-012-0095-x;2012
33328;Computing weights;10.1007/978-3-642-39274-0_4;2013
33335;CSCW-Werkzeuge;;1996
33338;Computer Vision;10.1016/0004-3702(82)90019-4;1982
33340;Cyberflower # VII;10.1145/1185884.1185969;2004
33341;Caricaturistic visualization.;10.1109/TVCG.2006.123;2006
33349;Conservative voxelization;10.1007/s00371-007-0149-0;2007
33354;Caricature video;10.1002/cav.v18:4/5;2007
33358;Cumulant varieties;10.1016/j.jsc.2005.04.008;2006
33364;Caveat venditor;10.1016/j.istr.2010.10.003;2010
33369;Civilization V.;10.1145/2019001.2019020;2011
33374;ExtendSim 7;10.5555/1516744.1516790;2008
33379;Computational video;10.1007/s00371-003-0200-8;2003
33383;Cognitive Vision;;2004
33386;Créatures virtuelle;10.3166/tsi.22.221-243;2003
33391;Computer Vision;;1997
33393;Controlling witnesses;10.1016/j.apal.2005.05.003;2005
33397;Concurrency theory;10.1007/BFb0046834;1987
33398;Communication types;10.1145/101344.101350;1990
33402;Coshar transform;10.1016/0020-0255(91)90048-Y;1991
33406;Computer Vision;10.1126/science.1891713;1991
33409;Compatible tetrahedralizations;;1995
33413;Cloud Warehousing.;;2011
33418;Cyberspace wars;10.1108/03684921011021246;2010
33420;CINEMA tutorial;10.1145/21850.253084;1985
33423;Crooked Wallpaper.;;2003
33427;Crimson tide;10.1145/253607.253963;1996
33429;Covariant types;10.1016/S0304-3975(97)00045-5;1997
33431;Chinese Wall.;;2011
33432;Clustering techniques.;10.1016/S0167-739X(97)00017-4;1997
33435;Compressed tries;10.1145/360248.360258;1976
33439;Complex tilings;10.1145/380752.380880;2001
33443;Complexity theory;10.1145/500559.500560;2001
33446;Computerized Voting;10.1016/S0065-2458(08)60249-1;1991
33449;Cyborg teaching;10.1145/572306.572311;2001
33454;Crystallographic threading.;;1999
33457;Causal Testing;10.1007/3-540-61550-4_165;1996
33461;Causal Trees;10.1007/BFb0035764;1989
33465;Congruence Types;10.1007/3-540-61377-3_30;1995
33469;Certifying Trust;10.1007/BFb0054017;1998
33474;Celebration time;10.1145/2063176.2063185;2012
33476;Code Tuning;;1984
33477;Connectivity Testing;10.1023/B:FORM.0000033961.36239.68;2004
33480;Cluster Tools;;2002
33484;Compenzational Vagueness;;2007
33487;Covington} Variations;;2007
33491;Cartoon textures;10.1145/1028523.1028559;2004
33494;Color vision;10.4249/scholarpedia.3073;2011
33497;Core Values.;doi:10.1038/news.2011.209;2014
33502;Cubic Tragedy;10.1145/1086057.1086152;2005
33506;Cognitive versatility;10.1007/BF00389656;1996
33510;Coalitional tracking;10.1016/j.cviu.2006.08.011;2007
33515;Chaos Theory;10.1145/1281740.1281769;2007
33517;Caml trading;10.1145/1328438.1328441;2008
33521;Credential Verification.;;2011
33522;"Clorox ""turtle""";10.1145/1400468.1400489;2008
33524;Control Vector.;;2011
33525;Code Verification.;;2011
33526;Concept theory;10.1002/asi.v60:8;2009
33530;cEvo - teaser;10.1145/1596685.1596704;2009
33533;Cascade Transformation;10.1109/TC.1976.5009211;1976
33537;Comprehensive tutorials;10.1109/ISMAR.2009.5336449;2009
33542;Cooperative TSP;10.1016/j.tcs.2010.04.016;2010
33548;Cultivating Twitter;10.1145/1839557.1842416;2010
33552;Convex transversals;;2011
33562;Category Theory;;2010
33564;Coding theory;10.1109/TIT.1963.1057847;2006
33569;Company talks;10.1145/1734454.1734465;2010
33584;Cours Toujours;10.1145/1836623.1836636;2010
33586;Constructor theory.;https://doi.org/10.1007/s11229-013-0279-z;2013
33588;Crowdsourcing taxonomies;10.1007/978-3-642-30284-8_43;2012
33594;Con2colic testing;10.1145/2491411.2491453;2013
33601;Contre temps;10.1145/2503541.2503558;2013
33608;Conservation Tracking;10.1109/ICCV.2013.364;2013
33614;Common transversals;10.1016/0097-3165(76)90048-0;1976
33617;Concept Teaching;10.1016/0004-3702(77)90030-3;1977
33619;Collaborative Teleradiology;;2004
33626;Coplanar Tricubes;10.1007/BFb0024832;1997
33629;Clinical TempEval.;;2014
33635;Chemical Tessellations;10.1142/S0218127409023238;2009
33642;Controlled teleportation;10.1007/s11704-008-0020-0;2008
33647;Computational Textile;;2007
33653;Complexity Theory;;1997
33655;Complexity Theory.;;2011
33657;Creative Telematics;;1994
33660;Code Tutor;;2003
33664;Common theories;10.1016/j.mathsocsci.2009.08.002;2009
33667;Core tâtonnement;10.1016/j.jet.2005.12.002;2007
33669;Countering terrorism;10.1109/ISI.2008.4565010;2008
33672;Certificate Translation;;2008
33675;Computational thinking.;;2011
33678;Conservative translations;10.1016/S0168-0072(00)00046-4;2001
33681;Connectionism Today;10.1023/A:1013099222414;2001
33684;Confabulation Theory;10.1016/j.plrev.2008.03.003;2008
33691;CafeOBJ Traces.;;2014
33694;Conformance Testing;10.1007/11498490_5;2004
33699;Compensable Transactions;10.1007/978-3-642-13010-6_2;2008
33704;Chaos topology;10.4249/scholarpedia.4592;2008
33707;Component Testing;;1997
33709;Completeness theorem.;;2004
33712;Chess Tableaux.;;2005
33717;Clean triangulations;10.1007/BF01206358;1991
33722;Challenging times.;10.1038/521125b;2015
33727;Changing technology.;;2011
33729;CH transform;10.1007/BF00977834;1984
33733;Complex tilings;10.2178/jsl/1208359062;2008
33736;Copying Theorems;10.1016/0020-0190(76)90086-7;1976
33739;CRAY T3E.;;2011
33746;Co-Training.;;2017
33747;C-Tables.;;2009
33748;Compositeness Test.;;2011
33749;Cumulative Updates;;1994
33753;Cycle Unification;10.1007/3-540-55602-8_158;1992
33756;Computational understanding;10.3115/980190.980199;1975
33758;Camille Utterback;10.1145/1086057.1086066;2005
33759;Contextual Uniformities.;;2013
33763;Creative Use.;;2011
33768;Computergestützte Unternehmensplanung;;1979
33770;Constraint updating;10.1080/095281398146888;1998
33775;Con(u>i);10.1007/BF01277485;1992
33781;Computer Standards;10.1109/MC.1984.1658956;1984
33784;Continuous semilattices;10.1016/0304-3975(86)90182-9;1986
33788;Citation searching;10.1108/14684520410570580;2004
33791;Category structures;;1988
33799;Computation structures;10.1016/0141-9331(90)90044-V;1990
33804;Computer security;10.1016/S0167-4048(03)00003-8;2003
33805;Composing specifications;10.1007/3-540-52559-9_59;1990
33809;Connection Structures;10.1305/ndjfl/1093635748;1991
33813;Convolution surfaces;10.1145/127719.122757;1991
33817;Composing specifications;10.1145/151646.151649;1993
33819;Celebrating success;10.1002/spip.359;2007
33822;Conjunctive subtyping;10.1145/165180.165189;1993
33825;Constructive semantics;;1992
33829;Control structures;;1995
33833;Comprehension syntax;10.1145/181550.181564;1994
33838;Concept sublattices;10.1007/3-540-57868-4_85;1994
33844;Covariant specification;10.1145/193209.193221;1994
33847;Comparative simulation;;1994
33851;Conjoining specifications;10.1145/203095.201069;1995
33853;Chessboard squares;10.1016/0012-365X(94)E0206-W;1995
33856;Citroen Saxo;10.1145/253607.253955;1996
33857;Caltex starpower;10.1145/259081.259337;1997
33860;Computational steering.;;1998
33865;Color snakes;10.1006/cviu.1997.0562;1997
33866;Censor-sheep;10.1145/312379.312877;1999
33868;Computational Stereo;10.1145/356893.356896;1982
33872;Citroën saxo;10.1145/281388.281834;1998
33874;CR-structures;;1998
33877;Computer systems;;2005
33881;Computer Shogi;10.1016/S0004-3702(01)00157-6;2002
33887;Constructing superviews;10.1145/582318.582327;1981
33889;Customer Service;10.1016/S0002-8223(02)90071-4;2002
33893;Common sense.;doi:10.1038/nbt0985-757;2012
33896;Colourmetric stereo;;1992
33900;Cyclic Scheduling;;1999
33905;Comparative Survey;10.1007/3-540-58867-1_47;1995
33906;Concurrent Scheme;;1990
33911;Cooperation Session;10.1007/3-540-60578-9_13;1995
33912;Certified software;10.1145/1859204.1859226;2010
33914;Cooperative software;10.1145/255950.153593;1993
33915;Colonial Systems;10.1287/isre.10.1.38;1999
33918;Character streams;10.1145/775396.775399;1978
33921;Configuration Structures;;1995
33925;Computer simulations;10.1145/800181.810353;1975
33928;Composing Submonads;;2001
33931;Copyrighting standards;10.1145/1132469.1132491;2006
33934;Cosmic simulations;10.1145/2240236.2240241;2012
33937;Constraint SVG;10.1145/1013367.1013450;2004
33943;Computer Scrabble;10.1145/1056490.1056495;1981
33945;Computer societies;;2003
33947;Collage Steganography;10.1109/ICIS-COMSAR.2006.27;2006
33953;Conclusions/summary;10.1145/1185657.1185760;2006
33956;Circuit Switching;10.1109/MC.1979.1658773;1979
33959;Concurrent Secrets;10.1007/s10626-007-0020-5;2007
33969;Crowd Simulation;10.1002/9780470050118.ecse676;2012
33974;Communication Spaces;10.1007/s10606-007-9061-4;2008
33982;Certificateless signcryption;10.1145/1368310.1368364;2008
33986;Confine(s);10.1145/1400468.1400491;2008
33987;Continuous scatterplots.;10.1109/TVCG.2008.119;2008
33992;Confocal Stereo;10.1007/s11263-008-0164-2;2009
33996;Connected space;10.1145/1520340.1520548;2009
33999;Communication Smart;10.1109/MITP.2009.24;2009
34000;Chromatic Stereopsis;;1989
34005;Climate shifts;10.1145/1665137.1665148;2009
34007;Cartoon Scum;10.1145/1836623.1836634;2010
34009;Complex systems;;1997
34014;Cards shuffle;10.1145/1929887.1929898;2011
34016;Counting sequences;;1981
34019;Conjugate symmetry;10.1007/s10703-011-0116-2;2011
34022;Concurrent Strategies;10.1109/LICS.2011.13;2011
34026;Computational sustainability;;2011
34029;Confocal Stereo;10.1007/11744023_48;2006
34030;Computational sprinting;10.1109/HPCA.2012.6169031;2012
34040;Capstone Speaker;10.1109/TVCG.2012.38;2012
34044;Compressed Sensing.;10.1109/TIT.2006.871582;2006
34048;Competing Schedulers;;2010
34052;Campaign scheduling.;;2012
34056;Conical sidewinding.;10.1109/ICRA.2012.6225377;2012
34061;Concurrent Signatures;10.1007/978-3-540-24676-3_18;2004
34067;Clustered Storage;;2007
34071;Collaborative stereo.;10.1109/IROS.2011.6094866;2011
34076;Contextual saliency;10.1109/VCIP.2011.6115928;2011
34080;Closest Segments;;2005
34085;Chameleon Signatures;;2000
34089;Context Synthesis.;;2011
34094;Connection Science;;2009
34097;Color Spaces;;2000
34101;Cooperation Structures;;1997
34107;Color spaces;10.4249/scholarpedia.9606;2010
34109;Communication spaces.;10.1136/amiajnl-2012-001520;2014
34112;Collaboration Suite;10.1007/s00287-006-0070-3;2006
34113;Constructive Suprema;;2005
34116;Computational similarity;10.1002/cpe.4330070204;1995
34119;Candy Sharing.;;2003
34123;Community standards.;;2013
34125;Counting subjects;10.1007/s11229-007-9249-7;2008
34129;Convergent Scheduling.;;2004
34135;Complementary series;10.1109/TIT.1961.1057620;1961
34139;City soundscape;10.1145/2307729.2307793;2012
34145;Controlling Share;10.1109/MC.2012.204;2012
34146;Computer security;10.1007/s102070100003;2001
34149;Character Sets;10.1021/ci60001a010;1975
34151;Christoph Schnabel.;;2013
34152;Crash Simulation.;;2011
34156;Computational Sciences.;;2011
34158;Critical Sections.;;2011
34159;Computing Surface.;;2011
34160;Case summaries.;10.1016/j.diin.2006.01.010;2006
34163;Combinatorial Search.;;2011
34165;Computer Simulation;;1966
34170;Clonal Selection.;;2017
34171;Coercive Subtyping;10.1093/logcom/9.1.105;1999
34173;Connection Strength.;;2017
34174;Computer Sculpture;;1989
34178;Citation Statistics;10.1214/09-STS285;2009
34184;Colorful Strips;10.1007/978-3-642-12200-2_2;2011
34191;Complex Systems;10.1002/aic.690490202;2003
34195;Complex Systems;10.4249/scholarpedia.1473;2007
34198;Closing session;10.1007/BF02457633;1999
34202;Complete Spaces;10.2478/v10037-008-0006-2;2008
34204;CM Sketch.;;2009
34205;Content Syndication;10.1007/BF03250786;2001
34208;Confirmer Signatures.;;2011
34209;CPU Starvation.;;2011
34210;CMYK Systems.;;2012
34213;COTS Services;;2004
34217;Cisco-Systeme;;2000
34220;Computer science;;1996
34222;Cone-spheres;10.1145/97880.97885;1990
34226;Credit Scoring;10.1057/palgrave.jors.2602037;2005
34230;Computational science;10.1016/S0167-739X(02)00030-4;2002
34233;Conference summary;10.1111/j.1749-6632.1991.tb17029.x;1991
34238;Corporate Sponsorship.;10.1109/ARITH.2013.37;2013
34242;Conference sponsorship.;10.1109/CPSNA.2014.11;2014
34246;Causal Security;;1992
34249;Computer semiotics;;1992
34251;Circular splines;10.1016/0010-4485(92)90072-I;1992
34254;Communication Systems;10.1049/ep.1979.0047;1979
34258;Case Studies;10.1007/11498490_19;2004
34264;Case Studies;10.1007/978-3-642-14866-8_9;2010
34270;Console Server.;;1998
34273;Computing Salience;;1990
34276;Creative Systems;10.1016/j.knosys.2006.04.010;2006
34281;Closing Speech;;1959
34284;Core systems;10.1016/0097-8493(83)90049-3;1983
34287;Calibration Statistics;10.1038/245275b0;1973
34289;Clothoidal splines;10.1016/0097-8493(90)90013-N;1990
34291;Cardinal sequences;10.1016/j.apal.2006.05.004;2006
34295;Cyberspace security;10.1016/S0267-3649(03)00208-5;2003
34297;Computer security;10.1016/j.clsr.2005.12.007;2006
34300;Critical study;10.1007/BF01090050;1995
34303;Callback Security;10.1080/19393559208551313;1992
34305;Constructing Space;10.1007/978-1-84882-483-6_12;2009
34310;Canonical superlanguages;10.1007/BF00263120;1975
34313;Copyable structures.;;2013
34316;Adaptive and Iterative Multi-Branch MMSE Decision Feedback Detection Algorithms for Multi-Antenna Systems;10.1109/TWC.2013.092013.130233;2013
34372;Commutative queries;10.1006/inco.2000.2918;2001
34379;Chebyshev quadrature;10.1145/363717.363785;1967
34382;Constrained quantization;10.1016/S0165-1684(03)00104-X;2003
34386;Conversational querying;10.1016/j.is.2004.09.002;2006
34391;Comprehending queries.;;1999
34394;Complementary quadtree;10.1016/0262-8856(93)90045-I;1993
34399;CAS Query.;;2009
34400;Castor quadruplorum;10.1007/BF01625831;1988
34405;Conditional Questions;10.1093/jos/ffn003;2008
34409;Editorial 32.;10.1007/s10698-008-9056-3;2008
34413;Editorial 36;10.4114/ia.v11i36.884;2007
34415;Contextual rewriting;10.1007/3-540-15976-2_2;1985
34419;Conference review;10.1145/350752.350764;2000
34426;Composite registers;https://doi.org/10.1007/BF02242703;1993
34430;Constructive rewriting;10.1093/comjnl/34.1.34;1991
34432;Concluding Remarks.;10.1159/000479774;2018
34437;Courseware review;10.1119/1.2342148;1992
34441;Configurable REC;10.1145/181734.181737;1994
34444;Chaos revenge;10.1145/312379.312414;1999
34446;Cartesian routing;10.1016/S1389-1286(00)00130-4;2000
34451;Career redux;10.1145/567498.567516;2002
34452;CONLAN Report;;1983
34461;Controlling risk.;10.1145/363113.363125;1998
34464;Certification: rootfinder;10.1145/367297.367337;1960
34468;Continuations Revisited;10.1023/A:1010074329461;2000
34470;Circular Reasoning;10.1109/38.656793;1998
34472;Consciousness Reconsidered;;1993
34473;Causal Relevance;10.1007/BFb0013960;1995
34477;Component Reuse;;1999
34479;Clausal Rewriting;10.1007/3-540-54317-1_95;1990
34484;Context Rewriting;10.1007/3-540-56393-8_2;1992
34487;Coincidental risks;10.1145/975817.975849;2004
34490;Coevolutionary Robotics;;1999
34496;Conference report;10.1111/j.1365-2850.2004.00778.x;2004
34501;Congress Report;10.1159/000441748;2015
34506;Conference reports.;10.1109/MDT.2004.54;2005
34509;Composite registers;10.1007/BF02242703;1993
34512;Commonsense Reasoning;;2006
34516;Construction robotics;10.1007/s10514-006-9008-5;2007
34521;Conference results;10.1145/1479064.1479179;1972
34523;Concluding remarks;10.1111/j.1478-4408.1959.tb02330.x;2008
34528;Calibration revisited.;10.1145/1597817.1597830;2009
34533;Critical Reasoning;;1993
34537;Cyclic resultants;10.1016/j.jsc.2005.01.001;2005
34540;Community relations.;;2007
34545;Computational rephotography;10.1145/1805964.1805968;2010
34548;Code roots;10.1007/978-3-642-14107-2_1;2010
34551;Collaborative ranking;10.1145/2124295.2124314;2012
34557;Combinatorial representations;10.1016/j.jcta.2012.12.002;2013
34562;Certifying RSA;10.1007/978-3-642-34961-4_25;2012
34568;Characterizing risk;10.1145/2459976.2460034;2013
34573;Collaborative rephotography;10.1145/2503673.2503693;2013
34578;Choquet Rationality;10.1006/jeth.1999.2599;2000
34582;Conference reportx.;10.1057/palgrave.thr.6040035;2005
34586;CD Review;10.1111/j.1440-6055.1997.tb01470.x;1997
34589;Co-Realisation;;2002
34605;Courseware reviews;10.1007/BF00186495;1990
34610;Courseware review;10.1007/BF01830691;1994
34613;Continued Radicals;https://doi.org/10.1007/s11139-007-9076-y;2008
34618;Character representation;10.1007/BF01830316;1995
34621;Compact Routing;10.1007/978-3-540-74991-2_10;2007
34623;Courseware reviews;10.1007/BF01830719;1993
34630;Concluding Remarks;10.1016/0375-9474(95)90129-9;1995
34635;Compressed Regression;;2007
34640;Commonsense Reasoning;;1996
34642;Conference reports ;;2016
34651;Contextual Reasoning;;1998
34654;Cognitive Radio;;2008
34659;Closing remarks;10.1016/S0968-8080(98)90108-2;1999
34663;Congestion Redux;10.1137/S0036139903431737;2004
34667;Communicating research;10.1590/S0100-19651998000300012;1997
34670;Conference report.;doi:10.1038/sj.bdj.2014.927;2014
34675;Conference report;10.1007/BF02645269;1996
34679;ConTracts Revisited;;1997
34685;Concluding remarks;10.1016/S0924-9338(10)71707-7;2012
34689;Conference Reports.;10.1080/07900621003683306;2010
34694;Computational reflection.;10.1017/S0269888900004355;1988
34696;Circular reasoning;10.1016/S0364-0213(02)00085-X;2002
34699;Concluding remarks.;10.1159/000479355;2017
34702;Conference Report;10.1080/10256010903411493;2009
34707;Conference report.;10.1108/eb022573;1999
34711;Conference report;"10.1002/(SICI)1099-1042(199712)5:4<337::AID-HCA248>3.0.CO;2-6";1997
34715;Conference Report;10.1039/ja992070041n;1992
34720;Conference report;;2018
34723;Conference reports;10.1177/136346099002003020;1999
34727;Conference Report;10.1054/ctim.2001.0432;2001
34730;Concluding remarks;10.1142/S0129083502000123;2002
34734;Colorful reducts;;1998
34739;Closing remarks;;1959
34740;Catford Revisited.;;2012
34744;CASE REPORT;10.1016/S0267-3649(00)05011-1;2000
34747;Case report;10.1016/S0267-3649(02)01125-1;2002
34750;Conference review;10.1046/j.1440-1800.1998.5201171.x;1998
34754;Command Revisited.;;2004
34756;Consensus Rules;;1985
34761;Cynical Reengineering;10.1007/978-3-540-24853-8_15;2004
34768;Coherence resonance;10.4249/scholarpedia.1442;2007
34770;Continuous RAVE.;;2011
34778;Constructivism Revisited.;;2004
34780;Cognitive Robotics;10.1007/978-0-387-30440-3_74;2009
34784;Conference Reports;10.1080/07900620701702095;2007
34792;Capsule Reviews;10.1093/comjnl/bxh143;2005
34795;Capsule Reviews;10.1093/comjnl/bxh160;2006
34797;Capsule Reviews;10.1093/comjnl/bxp018;2009
34799;Capsule Reviews;10.1093/comjnl/47.1.1;2004
34801;Capsule Reviews;10.1093/comjnl/bxs137;2012
34804;Canonical rules;;2009
34805;Categoricity Regained;;1976
34808;Calibrating Randomness;10.2178/bsl/1154698741;2006
34813;Current Research.;;2013
34817;Cloud Redux;;2009
34818;Critical Race.;;2011
34819;Checkpoint-Recovery.;;2011
34820;Checkpoint/Restart.;;2011
34821;CDA R2.;;2009
34822;CDA R1.;;2009
34823;Cascade Revoke.;;2011
34824;Conjunction revisited;10.1016/j.neuroimage.2005.01.013;2005
34829;Character Recognition;10.1093/comjnl/8.2.89;1965
34831;Closing remarks;10.1111/j.1600-0447.1986.tb08996.x;1986
34835;ECOMA-14.;10.1016/0167-4048(87)90089-7;1987
34837;Eggy, 1990;10.1145/281388.281641;1998
34838;Effects 10;10.1145/1281500.1281577;2007
34840;Encountering 1984;10.1016/0169-7552(85)90056-X;1985
34843;Errata: 10950.;;2002
34844;Errata: 11307.;;2007
34846;Errata: 10948.;;2002
34847;Cyclic orders;10.1023/A:1006381208272;1999
34852;Combinatorial optimization;10.1016/j.dam.2004.09.004;2005
34856;Conflict ontology;;2000
34860;Contiguity Orders;10.1007/3-540-61576-8_89;1995
34867;Career opportunity.;10.7748/nm.21.9.15.s22;2015
34869;Computer outreach;10.1145/958844.958846;1976
34872;Conference organization;;2016
34875;Carol Rovane;10.1023/B:SYNT.0000029949.50644.51;2004
34877;Computing Redux;10.1080/10580539608907022;1996
34879;Conference Reports;10.1145/3373394.3373397;1983
34883;Conference Reports;10.1017/S0263574700001806;1985
34888;Conference Organisers;10.1109/VISSOFT.2002.10001;2002
34891;Conference organization;10.1109/IMSCCS.2006.202;2006
34895;Coloring octrees;10.1016/j.tcs.2006.06.021;2006
34902;Conference Officials;10.1109/ICDE.2005.36;2005
34905;COPLINK overview;;2002
34907;Contextualizing ontologies;10.1016/j.websem.2004.07.001;2004
34915;Computation Orchestration;10.1007/s10270-006-0012-1;2007
34921;Conference Officers;10.1109/ICWS.2006.47;2006
34932;Counting Objects;10.1093/logcom/5.3.325;1995
34935;Conference organization;10.1109/SBR.LARS.Robocontrol.2014.5;2014
34940;Computational Ontogeny.;10.1162/biot.2008.3.1.3;2012
34945;Compact Optimization.;;2013
34948;Conference Organizers;10.1109/IWSM-Mensura.2013.48;2013
34956;Constrained objects;10.1007/3-540-58601-6_103;1994
34960;Conference organization;10.1016/j.mee.2007.06.008;2011
34964;Conference organizers;10.1016/j.jnoncrysol.2010.09.004;2010
34968;Conference Organization;10.1109/PERCOM.2009.4912744;2009
35003;Community organization.;;2007
35007;Conference Organization;10.1109/WORDS.2003.10001;2003
35065;Conference Organizers;10.1109/CAMP.2000.10002;2000
35067;Concluding remarks;10.1039/a906167c;1999
35070;Conference reports;10.1039/ja9910600406;1991
35074;Cognitive primitives;;1990
35078;Concurrent programming;;1988
35082;Connectability problems;10.1007/3-540-19487-8_11;1988
35085;Coflow polyhedra;10.1016/0012-365X(92)90585-4;1992
35089;Concurrent programming;;1993
35093;Corrupted polling;10.1145/163359.163380;1993
35095;Constraint programming;;2000
35097;Cryptography policy;10.1145/182987.184079;1994
35105;Computer pioneers;;1995
35108;Constraint programming;10.1145/242224.242303;1996
35111;City@Peace;10.1145/311625.311643;1999
35113;Component primer;10.1145/352183.352198;2000
35116;C Programming;;2013
35120;Classifying Ontologies;;2006
35130;Clustering Orders;10.1007/978-3-540-39644-4_17;2003
35135;Coloring Octrees;10.1007/978-3-540-27798-9_9;2004
35139;Contextual Ontologies;10.1007/11890393_18;2006
35148;Clustering Oligarchies.;;2013
35154;Computer Puppetry;10.1109/38.637269;1998
35156;Community Optimization.;;2013
35160;Cowl opening;10.1007/BF03181906;2008
35168;Calculate Polytypically!;10.1007/3-540-61756-6_73;1996
35169;Communications Protocols;;1983
35171;Countable Ordinals.;;2005
35174;Concurrent programming;10.1007/3-540-11604-4_65;1980
35178;Context parchments;;1997
35182;Career Opportunities;10.2105/AJPH.2015.105122590;2015
35188;Challenging poverty;10.1145/1378704.1378710;2008
35189;Certifying Professionals;;1991
35191;Career Opportunities;10.2105/AJPH.2016.1062382;2016
35194;Cube packing;10.1016/S0304-3975(02)00647-3;2003
35200;Cryptographic protocols;;1983
35205;Career Opportunities;10.1109/MC.2004.161;2004
35206;Career Opportunities;10.1109/MC.2007.199;2007
35207;Conceptual prototyping;10.1145/800173.809740;1983
35210;Constraint Processing;10.1016/j.engappai.2004.08.021;2004
35215;chemicalize.org.;;2012
35218;C# Precisely;;2004
35223;COM/OLE.;;2017
35224;Cheap Paxos;;2004
35226;CSCL practices;10.1007/s11412-008-9053-5;2008
35230;Context photography;10.1145/1013115.1013160;2004
35238;Compromising positions;10.1145/1070960.1071000;2005
35241;City paradise;10.1145/1086057.1086179;2005
35244;Cryogenic programming;10.1145/1095489.1095491;1971
35248;Conceptual Patterns;10.1109/ECBS.2006.31;2006
35253;Complex Patterns;;2003
35258;Computational photography;10.1007/978-1-84882-935-0_10;2007
35262;Computational Provenance;10.1109/MCSE.2008.71;2008
35267;Constraint Programming;10.1007/978-3-642-01020-0_3;2009
35269;Courier problems;10.1145/1558897.1558902;2009
35272;Clique percolation;10.1002/rsa.v35:3;2009
35275;Commenting Proofs;;1975
35277;CASE perspectives;;2006
35282;Conceptualizing privacy;10.1145/1929609.1929610;2010
35286;Convolution pyramids;10.1145/2024156.2024209;2011
35291;Cooperative parallelization;10.1109/ICCAD.2011.6105317;2011
35296;Consensus Propagation;10.1109/TIT.2006.883539;2005
35302;Computing Professionals;10.1109/MC.2011.43;2011
35305;Computing Perspectives;10.1109/MS.1996.536465;1996
35309;Centered pyramids.;10.1109/83.784437;1999
35315;Cloud Pink;10.1145/2503649.2503659;2013
35316;Complexity plots;10.1111/cgf.12098;2013
35323;Context probabilism;10.1007/978-3-642-31482-7_2;2011
35325;Counting permutations;10.1016/0097-3165(80)90012-6;1980
35329;Cognitive Psychology;;1985
35333;Compressed Pairings;10.1007/978-3-540-28628-8_9;2004
35335;Cover page.;10.1093/cercor/bhw115;2016
35340;Collaborative Protege;;2007
35344;Concurrent Programs;;1975
35347;Catadioptric projectors;10.1109/CVPR.2009.5206622;2009
35353;Cracking passwords.;;2010
35356;Computational Phonology;;2002
35358;Clustering processes;;2010
35363;Complex Philosophy;;2001
35367;Counting Palstars.;;2013
35370;Classification Problems;10.1007/BF01705887;1970
35375;Constraint Programming;10.1016/S0927-0507(05)12010-6;2005
35380;Conference preview;10.1145/278465.278473;1998
35381;Conference preview;10.1145/769759.769778;2003
35382;Conference preview;10.1145/581951.581970;2002
35383;Come Play;10.1007/978-1-4020-8739-4_15;2008
35389;Consensual Processes;;2011
35391;Constructive Probability;10.1007/978-3-540-44792-4_9;2008
35395;Complete Proceedings;;2006
35398;Copyright page;10.1109/ICME.2007.4284556;2007
35400;Covering posets;10.1016/0012-365X(88)90099-4;1988
35402;Cloison (partitions);10.1145/281388.281837;1998
35404;Cube Packing;10.1007/10719839_6;2000
35406;Copyright Page;10.1109/ASAP.2005.1;2005
35408;Combinatorial pyramids;;2003
35413;Combinatorial polarization;10.1016/0012-365X(79)90123-7;1979
35416;Competition polysemy;10.1016/j.disc.2003.11.014;2004
35423;Cayley permutations;10.1016/0012-365X(84)90136-5;1984
35427;Capturing Puppets;;2006
35431;Copyright Page.;;2005
35433;Cover Pages;10.1093/jat/bkv129;2015
